wall,4,5
wall,4,6
wall,4,7
wall,4,8
wall,4,9
wall,4,10
wall,4,11
wall,4,12
wall,4,13
wall,4,14
wall,4,15
wall,4,16
wall,4,17
wall,4,18
wall,4,19
wall,4,20
wall,4,21
wall,4,22
wall,4,23
wall,4,24
wall,4,25
wall,4,26
wall,4,27
wall,4,28
wall,4,29
wall,4,30
wall,4,31
wall,4,32
wall,4,33
wall,4,34
wall,5,34
wall,6,34
wall,7,34
wall,8,34
wall,9,34
wall,10,34
wall,11,34
wall,12,34
wall,13,34
wall,14,34
wall,15,34
wall,16,34
wall,17,34
wall,18,34
wall,19,34
wall,20,34
wall,21,34
wall,22,34
wall,23,34
wall,24,34
wall,25,34
wall,26,34
wall,27,34
wall,28,34
wall,29,34
wall,30,34
wall,31,34
wall,32,34
wall,33,34
wall,34,34
wall,35,34
wall,35,33
wall,35,32
wall,35,31
wall,35,30
wall,35,29
wall,35,28
wall,35,27
wall,35,26
wall,35,25
wall,35,24
wall,35,23
wall,35,22
wall,35,21
wall,35,20
wall,35,19
wall,35,18
wall,35,17
wall,35,16
wall,35,15
wall,35,14
wall,35,13
wall,35,12
wall,35,11
wall,35,10
wall,35,9
wall,35,8
wall,35,7
wall,35,6
wall,35,5
wall,34,5
wall,33,5
wall,32,5
wall,31,5
wall,30,5
wall,29,5
wall,28,5
wall,27,5
wall,26,5
wall,25,5
wall,24,5
wall,23,5
wall,22,5
wall,21,5
wall,20,5
wall,19,5
wall,18,5
wall,17,5
wall,16,5
wall,15,5
wall,14,5
wall,13,5
wall,12,5
wall,11,5
wall,10,5
wall,9,5
wall,8,5
wall,7,5
wall,6,5
wall,5,5
wall,27,6
wall,27,7
wall,27,8
wall,27,9
wall,27,10
wall,27,11
wall,27,12
wall,27,13
wall,27,14
wall,27,15
wall,27,16
wall,27,33
wall,27,32
wall,27,31
wall,27,30
wall,27,29
wall,27,28
wall,27,27
wall,27,26
wall,27,25
wall,27,24
wall,27,23
wall,27,22
wall,27,17
wall,27,21
wall,27,20
wall,29,7
wall,30,7
wall,31,7
wall,32,7
wall,33,7
wall,34,7
wall,34,8
wall,33,8
wall,32,8
wall,31,8
wall,30,8
wall,29,8
wall,29,10
wall,30,10
wall,31,10
wall,32,10
wall,33,10
wall,34,10
wall,34,11
wall,33,11
wall,32,11
wall,31,11
wall,30,11
wall,29,11
wall,28,11
wall,28,10
wall,28,9
wall,29,9
wall,30,9
wall,31,9
wall,32,9
wall,33,9
wall,34,9
wall,31,6
wall,30,6
wall,29,6
wall,28,6
wall,28,7
wall,28,8
wall,32,6
wall,33,6
wall,34,6
wall,29,13
wall,30,13
wall,31,13
wall,32,13
wall,33,13
wall,33,14
wall,32,14
wall,31,14
wall,30,14
wall,29,14
wall,29,16
wall,30,16
wall,31,16
wall,32,16
wall,33,16
wall,33,17
wall,32,17
wall,31,17
wall,30,17
wall,29,17
wall,29,21
wall,29,22
wall,29,23
wall,29,24
wall,29,25
wall,30,25
wall,30,24
wall,30,23
wall,30,22
wall,30,21
wall,32,21
wall,32,22
wall,32,23
wall,32,24
wall,32,25
wall,33,25
wall,33,24
wall,33,23
wall,33,22
wall,33,21
wall,29,27
wall,29,28
wall,29,29
wall,29,30
wall,29,31
wall,30,32
wall,30,31
wall,30,30
wall,30,29
wall,30,28
wall,30,27
wall,29,32
wall,32,27
wall,32,28
wall,32,29
wall,31,30
wall,31,31
wall,32,31
wall,32,32
wall,33,32
wall,33,31
wall,33,30
wall,33,29
wall,33,28
wall,33,27
wall,32,30
